representative	clustername	nObs	min_qupm	max_qupm	nCoeffsH0	nCoeffsH1	rssH0	rssH1	df1	df2	F_statistic	pEC50H1	slopeH1	pEC50_slopeH1	detected_effectH1	nObsRound	pi	FDR
MSRC	MSRC	50	2	7	10	24	1.28957908923819	0.476047632391213	14	26	3.28555648000364	6.13908946800453	-3.83681787360824	0.00716827038733218	stability	50	0.516493055555556	0.0268136820330969
PFKA	PFKA	50	9	16	10	24	0.827971809943836	0.298659123555789	14	26	3.27476019084745	6.22668721035339	4.83974152817446	0.008059776992313	stability	50	0.515519861080964	0.0269252411519994
MLTG	MLTG	40	3	14	8	20	0.692293578648791	0.229992420605079	12	20	3.26995737372293	6.6737313602462	-1.90692609968478	0.0149321690686023	expression/solubility	40	0.533443891652847	0.0331920643695105
LEUB	LEUB	50	6	12	10	24	0.790038285415619	0.284462555835104	14	26	3.26697615266106	6.54134830134782	-2.47641953899485	0.0149712358088074	expression/solubility	50	0.514518317503392	0.0269795092334935
YTFQ	YTFQ	50	5	9	10	24	0.735068183197186	0.264055078577591	14	26	3.25144762206211	5.69897000433602	0.809233709347438	-0.0212947787078253	expression/solubility	50	0.51357220412595	0.0271444082519001
RPSU	RPSU	50	3	7	10	24	0.592484508612979	0.208736552863829	14	26	3.25068234422768	6.52847888432941	2.39801769483734	0.0197998078915829	stability	50	0.512486427795874	0.0270298748837486
YCEH	YCEH	30	3	8	6	16	8.47061708023009	2.90477225491621	10	14	3.24353662794802	5.69897000433602	2.9058793005199	-0.0136404611743942	expression/solubility	30	0.652945351312988	0.0688777718153335
EMTA	EMTA	50	4	5	10	24	1.88659611258141	0.712453148124131	14	26	3.2418193798922	6.67058234488147	-2.63457814857134	0.0155151485912325	stability	50	0.511622854660004	0.0273583589649771
NHAR	NHAR	40	2	7	8	20	0.721541926699136	0.243119474446092	12	20	3.2291370931495	6.73658010442544	2.59360901518663	0.016263625066622	stability	40	0.531046881482506	0.033593849684943
PANE	PANE	30	5	7	6	16	0.589115766698701	0.176985382413847	10	14	3.21355105051534	6.64933417837408	2.93762155359774	0.0240427925741428	expression/solubility	30	0.650887573964497	0.0690335305719921
YCIT	YCIT	40	4	14	8	20	0.455364937787515	0.143986061899441	12	20	3.21144216008645	6.0091688288667	-0.49119058207667	0.0797818072851355	stability	40	0.528500276701716	0.0336846330205489
RPLD	RPLD	50	8	17	10	24	1.52057789727032	0.573729880675067	14	26	3.21017875407287	7.69897000433602	-3.61412794572264	0.0274474945285457	stability	50	0.510814041951962	0.0277942934591509
YJGA	YJGA	50	7	10	10	24	0.814902152387488	0.298214086022237	14	26	3.20092551571635	7.69897000433602	-3.41640913238931	0.0309668105572753	expression/solubility	50	0.509810315778031	0.0278418421929093
GRXC	GRXC	50	6	9	10	24	4.1156737295604	1.59241191515588	14	26	3.19937409423484	6.63281142866686	2.39390228660339	0.0173047128076738	expression/solubility	50	0.508750951190347	0.0277790791340336
SSEA	SSEA	30	6	10	6	16	0.728631342843925	0.226510094800686	10	14	3.19671872176642	6.70992597604046	4.22130123414696	0.0259987175060893	expression/solubility	30	0.648981525343439	0.06958958524767
DXS	DXS	40	2	22	8	20	2.40013470751405	0.882032039671995	12	20	3.17506378014482	6.7168633312621	7.864845742778	0.0153918128368664	stability	40	0.525951557093426	0.0337701136385123
SAPA	SAPA	40	5	15	8	20	0.353609606646217	0.107244918296597	12	20	3.15917993988127	5.74854657552979	-9.0319208419106	-0.0179756083807322	stability	40	0.523400720022155	0.0338503726536067
HYBC	HYBC	50	6	15	10	24	0.488979913510575	0.172472162488174	14	26	3.1501035488001	6.15031513506995	-7.19746281135925	-0.0153829507807069	expression/solubility	50	0.507995213749592	0.0283162259021171
ANMK	ANMK	30	3	7	6	16	0.966545010782734	0.31309404748503	10	14	3.14960277265451	6.09300713361662	10.0565259590216	-0.0224175179352528	stability	30	0.647302904564315	0.0707381916664596
LOLA	LOLA	50	9	9	10	24	0.258680029635994	0.0813589540407865	14	26	3.14869340737802	6.627716678479	2.06996585099143	0.0231170283265804	expression/solubility	50	0.506907429565974	0.0281967257696073
GLNA	GLNA	50	18	26	10	24	0.341818303507797	0.114404248801859	14	26	3.14404258587929	6.70502331253592	-0.850919782894113	0.0269551338661174	stability	50	0.505819645382356	0.0280777225191453
YAHK	YAHK	50	5	10	10	24	20.7151650246686	8.18785251316578	14	26	3.14340581642528	5.69897000433602	1.77465356424438	-0.0133524771997317	stability	50	0.504731861198738	0.0279592130581044
HEMD	HEMD	30	2	4	6	16	1.07967579690973	0.354093207554752	10	14	3.13650374920628	7.00887749448292	1.88227914933414	0.0170140184179654	expression/solubility	30	0.64523781283359	0.0708609383736889
DEGP	DEGP	50	12	20	10	24	2.12530499644088	0.823671852332544	14	26	3.12824542500011	6.2806323854963	-5.48452248390712	0.0120799457682056	expression/solubility	50	0.503671471308132	0.0278948485662371
YFDI	YFDI	40	2	6	8	20	1.05002136096343	0.374471821923844	12	20	3.12759234594615	6.44107757304741	-2.27962469554183	0.0134661580669523	stability	40	0.521136521136521	0.0345076885617426
RSMC	RSMC	50	2	12	10	24	1.17352563846691	0.446895164720995	14	26	3.11218534220308	6.66269406671616	-1.50992689727131	0.0109033088017711	stability	50	0.502775057133529	0.0281512480337162
RPSD	RPSD	50	10	19	10	24	1.52485204662519	0.587184688864287	14	26	3.11028729345997	6.78821533849254	-3.8794842344016	0.0145639790525309	stability	50	0.501714099145671	0.0280856449315566
PYRF	PYRF	50	5	13	10	24	1.06505336041403	0.403915352152169	14	26	3.10906833380147	6.72153032128422	-2.33860231756015	0.0131408559892488	stability	50	0.500625782227785	0.0279670575874164
USPG	USPG	50	3	6	10	24	1.8174849750823	0.704699834774115	14	26	3.10462110808234	6.49030465357588	4.92309196429702	0.0184464307362125	expression/solubility	50	0.499564649542882	0.0279017627670768
ARGG	ARGG	30	2	15	6	16	1.40023968654298	0.47236898724435	10	14	3.09106512393431	5.69897000433602	1.196728952276	0.000996532958424516	expression/solubility	30	0.643399810066477	0.0715734699955607
OPPB	OPPB	50	3	5	10	24	0.889691311640206	0.335692390038402	14	26	3.0849212707044	7.69897000433602	-6.46314674250617	0.0103593908198512	stability	50	0.498584802961028	0.0279943106580577
THYA	THYA	40	3	10	8	20	1.06894903472732	0.386123730011511	12	20	3.07558937601351	6.64026880155859	-2.13102312942927	0.0150425490363346	stability	40	0.518867924528302	0.0351491174680463
PDXH	PDXH	50	9	13	10	24	0.475086824812694	0.170023204882656	14	26	3.07249952852054	6.71504398633123	-2.64657607608834	0.017439519793436	expression/solubility	50	0.497550353837779	0.0279808481197115
RPSA	RPSA	50	19	54	10	24	1.06474456292303	0.407690306120693	14	26	3.06350609595956	6.11460746794948	-3.86013278624055	0.00719853088728726	stability	50	0.496542712473458	0.0280191959181451
YEDD	YEDD	50	9	10	10	24	0.356029058059331	0.122470694171698	14	26	3.06341098902957	7.05963018895032	-0.338022680449058	0.074772279618175	stability	50	0.495453803016279	0.0279008098847253
YIAD	YIAD	50	4	6	10	24	0.956210131428747	0.364318512027941	14	26	3.0595516020529	6.67346501101449	-2.19239219311312	0.0143318713575745	stability	50	0.49441873128233	0.027886422343668
GUDD	GUDD	30	7	10	6	16	0.694131789848808	0.222093859959828	10	14	3.05519356220453	6.71207168932964	1.73479030000371	0.0272507875992973	expression/solubility	30	0.641558750148509	0.0722697062667291
QUEF	QUEF	50	3	16	10	24	0.952292261770133	0.363383830130483	14	26	3.05127622147666	6.71504879054032	-3.81754577749065	0.0178088941837083	stability	50	0.493383434079399	0.0278716605255806
YEBY	YEBY	50	2	4	10	24	1.70429750381051	0.668329184956039	14	26	3.03980435719038	7.69897000433602	-0.258675011314815	0.102115976922165	stability	50	0.492347911333805	0.0278565265623074
YHCB	YHCB	50	7	10	10	24	4.58301393932816	1.83381081134743	14	26	3.03554048272607	6.6082906773223	2.22661980959196	0.0178264718562544	expression/solubility	50	0.491258646043244	0.0277387457715327
MDOH	MDOH	50	2	29	10	24	0.538229052914227	0.197061802452663	14	26	3.035481076659	6.73369774806574	-1.95045160276996	0.0187260337999579	expression/solubility	50	0.490169380752682	0.0276214399033014
ENVC	ENVC	30	5	11	6	16	0.266370227475377	0.0689428080788272	10	14	3.02059163502466	6.6695689871125	0.706234868677238	0.0606771301509499	stability	30	0.639866793529971	0.0733414570361839
MENA	MENA	50	3	5	10	24	3.3245727783775	1.32884173047853	14	26	3.01958118410271	6.81410657385107	-7.64209477927158	0.00567462762489145	stability	50	0.489186686277714	0.027707455168446
FEPA	FEPA	50	15	18	10	24	58.1862829098286	23.6054075733392	14	26	3.01814712588526	6.84645665608909	6.28899348924935	-0.00462318230549341	expression/solubility	50	0.488123774242754	0.027640743842662
GMHA	GMHA	50	9	12	10	24	0.260477152604234	0.0851530655218248	14	26	3.01479073841492	6.54602808644263	2.53974400570278	0.0212936407696865	expression/solubility	50	0.487060746390629	0.027574080331734
FOLM	FOLM	50	3	5	10	24	1.21753963605938	0.477980254855272	14	26	2.97555404527451	6.7135402005929	4.93781716487443	0.0153966938653067	stability	50	0.486660483386982	0.0287616345681707
GALM	GALM	30	2	9	6	16	1.21514113554991	0.417674334109133	10	14	2.97182113550741	6.40695715300443	-5.67862476516825	0.0176901476575822	expression/solubility	30	0.638323210670477	0.0747803063663379
WBBK	WBBK	30	6	14	6	16	0.958413569509827	0.323852170186811	10	14	2.96894756502224	6.3535616461728	-2.98110714905829	0.0123949993112138	stability	30	0.635941407645588	0.0740706321621884
GALE	GALE	40	3	15	8	20	1.04975118675007	0.388021231662799	12	20	2.96747279517119	5.69897000433602	-8.95330130911005	-0.0340582605413506	stability	40	0.517457226317986	0.0374948952759824
RFBA	RFBA	50	12	16	10	24	1.51861479526113	0.603702189171085	14	26	2.95630521356578	6.10569929983174	-6.55563965763573	-0.0248349573641785	stability	50	0.48586090184518	0.0291904454002793
YAJL	YAJL	30	5	7	6	16	0.346624107913016	0.100111234779032	10	14	2.95216607576346	6.59332677079305	2.48494468117163	0.0253536223734034	expression/solubility	30	0.634012632582529	0.074514703082257
SAPD	SAPD	30	7	9	6	16	0.571311746413655	0.18303734142778	10	14	2.9466013942918	6.28058461912935	-9.09880628341301	-0.00993475046521805	stability	30	0.631629126445001	0.0738103750617158
SAPF	SAPF	30	5	5	6	16	0.553368094152555	0.176768520793493	10	14	2.93939568867993	7.29946813941671	-5.58370974389291	0.00582508577831222	expression/solubility	30	0.629395637143879	0.0734890928596972
ILES	ILES	50	26	45	10	24	0.621830960893268	0.236287828165959	14	26	2.9340130743337	5.69897000433602	-6.79457514160134	-0.0307976365732654	stability	50	0.485060359425356	0.0296157370844366
EPTC	EPTC	50	2	20	10	24	1.11405348239815	0.43993408845352	14	26	2.92961171604964	6.86485186561834	-2.38424312880919	0.0194446052663236	stability	50	0.484073649128558	0.029689208897845
NUSG	NUSG	40	7	15	8	20	0.382508374096151	0.126432626602657	12	20	2.91347776032743	6.02694761023241	-7.66702788015397	-0.00808558021882781	expression/solubility	40	0.515320334261838	0.0383749185088603
MALM	MALM	50	5	10	10	24	1.29630229739599	0.518076772731321	14	26	2.90405881852199	6.27171695285671	-3.65987508339014	0.01629257665133	expression/solubility	50	0.48332422088573	0.0302077638053581
PAND	PAND	50	4	5	10	24	0.55006772450031	0.208214913611786	14	26	2.90200865732066	7.6017489162659	-0.433233560265022	0.0829374705976155	stability	50	0.482230727173319	0.0300797384276427
SODA	SODA	50	10	15	10	24	0.803645290115578	0.314152153848273	14	26	2.89396046572548	6.7294591426415	2.38427488223203	0.0252622660256911	expression/solubility	50	0.481189851268591	0.0300505915021492
FECB	FECB	50	2	12	10	24	5.32735638665392	2.19926807464399	14	26	2.88889674397568	6.50645120318767	8.28894912046129	-0.00798027150158203	expression/solubility	50	0.480175006836205	0.030070131098717
YAJI	YAJI	40	2	6	8	20	0.450806794222978	0.154752375011814	12	20	2.88778328106472	6.52057899649165	0.9823592338629	0.0322356176758778	stability	40	0.513034992332357	0.0389526568252345
YEGQ	YEGQ	40	5	22	8	20	0.294426806693028	0.0922552318370127	12	20	2.87820996685245	6.58733859438379	-6.03348061505535	0.000637902030960712	expression/solubility	40	0.510460251046025	0.0389561770535124
PURB	PURB	40	4	23	8	20	0.830113748083946	0.308525672819962	12	20	2.86684678020799	6.76951950388888	-5.58652248558396	0.0140241625450898	stability	40	0.507741665504254	0.0386787499114498
RPLU	RPLU	50	4	8	10	24	0.924491360490064	0.366805145964177	14	26	2.86489259238685	7.385034473491	-3.54607160837247	0.0131910324120591	stability	50	0.479369596147532	0.0304796022747348
YFEW	YFEW	30	5	6	6	16	0.267649192687491	0.073271387862618	10	14	2.86355038905253	6.53203007253072	-5.57186032827188	-0.00706309822396625	expression/solubility	30	0.628585086042065	0.0767086884661503
OPGE	OPGE	30	2	5	6	16	0.425407910711272	0.132727425404563	10	14	2.85578388127104	7.69897000433602	-4.70229442133066	0.0304802911930389	stability	30	0.626195028680688	0.0759877113455217
DHAL	DHAL	50	2	10	10	24	2.81919665750357	1.1629810056074	14	26	2.85287580581077	5.69897000433602	3.42186128262038	-0.0267185905700353	stability	50	0.478458422291564	0.0306908987972879
EFP	EFP	50	4	9	10	24	1.76670414982954	0.722173212116221	14	26	2.84692909682548	6.43074464768172	-3.00981806782295	0.0136996727463085	stability	50	0.477441962330267	0.0307060713028093
RSMB	RSMB	30	9	14	6	16	0.657203520631583	0.220446917498852	10	14	2.84448920115318	6.6621675965921	-2.94135268341414	0.0157979651122128	stability	30	0.62417792658137	0.0761915513732008
RPSH	RPSH	50	8	16	10	24	1.86964010661148	0.766191870965509	14	26	2.8422405911915	7.69897000433602	-3.80243828680167	0.022301625913541	stability	50	0.476372994579204	0.0306239782229488
YIBL	YIBL	50	5	9	10	24	1.69271264495776	0.692229387442883	14	26	2.83917961950891	5.69897000433602	-4.18125764651227	-0.00773743494114673	stability	50	0.47532993811949	0.0305900809785883
YCAO	YCAO	30	6	16	6	16	0.358307534978385	0.108248501429491	10	14	2.83389165847237	7.69897000433602	-11.3340125174093	0.0266802693820752	expression/solubility	30	0.62200956937799	0.0760233918128655
MREB	MREB	40	5	17	8	20	1.7985925843542	0.70543201368732	12	20	2.82524811511338	6.63091022186571	-3.85223272018674	0.0180605747767429	stability	40	0.505304299274149	0.0389505397357156
LRHA	LRHA	50	3	12	10	24	4.09737702269746	1.71004308736344	14	26	2.82295699278369	6.59757529841767	46.5756586045642	-0.0105085369248805	stability	50	0.474416566232059	0.0307954613168178
CMOA	CMOA	50	2	13	10	24	0.612584148277529	0.238593221654577	14	26	2.8221032392656	6.49328406767565	-4.15887244380784	-0.0067488328318674	expression/solubility	50	0.473320915963624	0.0306645651781881
MANX	MANX	40	2	21	8	20	1.70989462069105	0.670136728123659	12	20	2.82008938173501	5.69897000433602	4.88166253219665	-0.0286260592891966	stability	40	0.502582716738797	0.0386702245780888
ENTC	ENTC	30	2	9	6	16	16.3135115109224	6.15298636704494	10	14	2.81717809613521	6.6937059409626	6.06977642550642	-0.00986942748972546	expression/solubility	30	0.620062245630836	0.0763944092683295
TUSE	TUSE	30	2	3	6	16	0.451367361156478	0.14418674723217	10	14	2.81411954632469	6.78215739179034	5.48716026224178	0.0283250320979303	expression/solubility	30	0.617668182906392	0.0756813213121568
PYKF	PYKF	50	6	30	10	24	0.915798579770982	0.367910205284425	14	26	2.80683743564989	6.65966816654463	-3.37091265436541	0.0145757219306079	stability	50	0.472302887513013	0.0306767603637093
PPA	PPA	50	11	13	10	24	0.868197385716643	0.348060555520453	14	26	2.80280441503522	7.69897000433602	-1.42137423071624	0.00605001981966644	stability	50	0.4712586991068	0.0306409483624673
LPTC	LPTC	30	2	2	6	16	1.04762246495921	0.371553063672955	10	14	2.79948815988995	7.69897000433602	-5.31813695192765	0.0203457036397882	stability	30	0.615642591927177	0.0758619696609718
GNSB	GNSB	50	5	6	10	24	0.907478054104043	0.365571663054785	14	26	2.79240576565399	7.09427691693814	5.20628446794508	0.00696106270343742	expression/solubility	50	0.470291602718702	0.0307463368895399
TMK	TMK	40	7	15	8	20	0.942085128770711	0.36038449489277	12	20	2.78697592826547	6.36461563660041	-3.06305829205404	-0.0222004509838284	expression/solubility	40	0.50041934582052	0.0394660618095565
YEDE	YEDE	30	2	3	6	16	0.649099745808253	0.221023729084458	10	14	2.78187186948786	7.10866005398708	-5.05669655865806	0.00858064101186081	expression/solubility	30	0.613688121778737	0.0762107259926312
YHES	YHES	30	15	27	6	16	0.322525238352726	0.0964508740614452	10	14	2.77828790320974	6.74541317584744	-2.86362298382935	0.0231417239183211	expression/solubility	30	0.611364181251498	0.0756769716251855
PARE	PARE	30	8	23	6	16	0.912166482293717	0.322090244636335	10	14	2.77412403187838	6.23013802218484	-4.52808396575877	0.0118703355142261	stability	30	0.608966674658355	0.0749749292993351
AMIB	AMIB	30	6	8	6	16	0.522841445591878	0.173463023721624	10	14	2.76850654125182	7.33776525978864	-1.34768289930069	0.0252209633642445	stability	30	0.606787384578487	0.0747938460670274
YDGA	YDGA	50	9	26	10	24	0.676816750701898	0.269276076396157	14	26	2.76499284167812	6.71545141720689	-1.34506459219095	0.00884515839418302	stability	50	0.469504168494954	0.0311794274058425
THII	THII	40	8	27	8	20	0.643509327862849	0.239430912661433	12	20	2.76287303935462	6.65767508777422	-3.69547432832224	0.0161967481541962	stability	40	0.498041410184667	0.0398433128147734
FEPC	FEPC	30	2	4	6	16	0.877635947899391	0.310978996478005	10	14	2.74756313771987	7.61932239221004	7.89432788683561	0.0124141722778367	expression/solubility	30	0.60475161987041	0.0749505996967051
YDIJ	YDIJ	40	8	20	8	20	3.53646162308395	1.43724431736159	12	20	2.74450610241988	5.86650481004089	-8.55198281945279	-0.0199667515748517	expression/solubility	40	0.495659479137496	0.0402091108075826
KDGK	KDGK	40	5	11	8	20	0.236007008221129	0.0721941759963173	12	20	2.73562494354	6.5213274494663	-2.61387916072086	0.0210222985702541	stability	40	0.492997198879552	0.0400403816348875
YDJG	YDJG	30	2	6	6	16	0.519052528563686	0.173612921712377	10	14	2.73540382763126	5.69897000433602	-13.7361389249568	-0.01353749978381	expression/solubility	30	0.602568719241388	0.0747631559058759
KDSC	KDSC	50	5	6	10	24	1.66996175281298	0.698225039444484	14	26	2.73504820613286	6.67284417322086	2.23783244497515	0.0151492797739368	stability	50	0.468895843628178	0.0319373180582969
